Name,Fulladdress,Street,Municipality,Categories,About,Phone,Phones,Claimed,Owner,Owner Id,Owner Link,Review Count,Average Rating,Review URL,Cid,Fid,Latitude,Longitude,Time Zone,Website,Domain,Opening Hours,Google Knowledge URL,Kgmid,Google Maps URL,Place Id,Emails,Facebook Links,Instagram Links,Youtube Links,Tiktok Links,Linkedin Links,Twitter Links,Search Keyword
India Gate Restaurant @Bangsar,"26, Jalan Telawi 2, Bangsar, 59100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","26, Jalan Telawi 2",Bangsar,Indian restaurant,"Service options: [No-contact delivery, Delivery, Onsite services, Takeout, Dine-in], Highlights: [Great dessert, Great tea selection], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible seating], Offerings: [Coffee, Late-night food, Quick bite, Small plates, Vegetarian options], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating, Table service], Amenities: [Restroom, Wi-Fi, ], Atmosphere: [Casual, Cozy, Trendy], Crowd: [Family-friendly, Good for groups, Tourists], Planning: [Brunch reservations recommended, Lunch reservations recommended, Dinner reservations recommended, Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Free street parking, Paid parking lot, Paid street parking, ]",+60 11-3301 1930,"011-3301 1930, +60 11-3301 1930",YES,India Gate Restaurant @Bangsar (Owner),109896065195993282392,https://www.google.com/maps/contrib/109896065195993282392,5345,4.9,https://search.google.com/local/reviews?placeid=ChIJobzwOIBJzDERmADxknMt3_8&authuser=0&hl=en&gl=US,18437505373887856792,0x31cc498038f0bca1:0xffdf2d7392f10098,3.1318234,101.6718065,Asia/Kuala_Lumpur,www.indiagate.my/,indiagate.my,"Wednesday(2026-06-24): [11 AM–12 AM], Thursday(2026-06-25): [11 AM–12 AM], Friday(2026-06-26): [11 AM–12 AM], Saturday(2026-06-27): [11 AM–12 AM], Sunday(2026-06-28): [11 AM–12 AM], Monday(2026-06-29): [11 AM–12 AM], Tuesday(2026-06-30): [11 AM–12 AM]",https://www.google.com/search?kgmid=/g/11q40d67zt,/g/11q40d67zt,https://www.google.com/maps?cid=18437505373887856792,ChIJobzwOIBJzDERmADxknMt3_8,,,,,,,,Restaurants in Kuala Lumpur
Paradise Restaurant,"opposite cimb bank, 44, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",opposite cimb bank,"44, Jln Bukit Bintang",Pakistani restaurant;Indian restaurant,"Service options: [Delivery, Onsite services, Takeout, Dine-in], Highlights: [Great dessert, Great tea selection], Popular for: [Breakfast, Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible seating, No wheelchair accessible parking lot], Offerings: [All you can eat, Coffee, Late-night food, Quick bite, Small plates, Vegetarian options], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Counter service, Dessert, Table service], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy], Crowd: [College students, Good for groups, Tourists], Planning: [Brunch reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids], Parking: []",+60 3-2110 6334,"03-2110 6334, +60 3-2110 6334",YES,Paradise Restaurant (Owner),112055474897531355470,https://www.google.com/maps/contrib/112055474897531355470,2317,4.2,https://search.google.com/local/reviews?placeid=ChIJa4z0mCk2zDERultSmcVsdHM&authuser=0&hl=en&gl=US,8319394007596817338,0x31cc362998f48c6b:0x73746cc599525bba,3.1451092,101.70901049999999,Asia/Kuala_Lumpur,facebook.com/Paradise-Restaurant-Kuala-Lumpur-518534088345265/,facebook.com,"Wednesday(2026-06-24): [Open 24 hours], Thursday(2026-06-25): [Open 24 hours], Friday(2026-06-26): [Open 24 hours], Saturday(2026-06-27): [Open 24 hours], Sunday(2026-06-28): [Open 24 hours], Monday(2026-06-29): [Open 24 hours], Tuesday(2026-06-30): [Open 24 hours]",https://www.google.com/search?kgmid=/g/1tfpxbwm,/g/1tfpxbwm,https://www.google.com/maps?cid=8319394007596817338,ChIJa4z0mCk2zDERultSmcVsdHM,,,,,,,,Restaurants in Kuala Lumpur
Shang Palace • Shangri-La Hotel • Kuala Lumpur,"11, Jln Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","11, Jln Sultan Ismail",Kuala Lumpur,Chinese restaurant;Cantonese restaurant,"Service options: [Delivery, Takeout, Dine-in], Highlights: [Great dessert, Great tea selection], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Alcohol, Beer, Coffee, Hard liquor, Private dining room, Small plates, Wine], Dining options: [Brunch, Lunch, Dinner, Dessert, Table service], Amenities: [Restroom], Atmosphere: [Cozy, Trendy, Upscale], Crowd: [Good for groups, Tourists], Planning: [Brunch reservations recommended, Lunch reservations recommended, Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments], Children: [Good for kids], Parking: [Paid parking lot, ]",+60 3-2786 2378,"03-2786 2378, +60 3-2786 2378",YES,Shang Palace • Shangri-La Hotel • Kuala Lumpur (Owner),112537844897079392432,https://www.google.com/maps/contrib/112537844897079392432,685,4.4,https://search.google.com/local/reviews?placeid=ChIJX6CxcipIzDERronDTCpTTgE&authuser=0&hl=en&gl=US,94104083362974126,0x31cc482a72b1a05f:0x14e532a4cc389ae,3.15421,101.70626999999999,Asia/Kuala_Lumpur,www.shangri-la.com/en/property/kualalumpur/shangrila/dining/restaurant/shangpalace,shangri-la.com,"Wednesday(2026-06-24): [12–2:30 PM, 6:30–10:30 PM], Thursday(2026-06-25): [12–2:30 PM, 6:30–10:30 PM], Friday(2026-06-26): [12–2:30 PM, 6:30–10:30 PM], Saturday(2026-06-27): [12–2:30 PM, 6:30–10:30 PM], Sunday(2026-06-28): [10:30 AM–2:30 PM, 6:30–10:30 PM], Monday(2026-06-29): [12–2:30 PM, 6:30–10:30 PM], Tuesday(2026-06-30): [12–2:30 PM, 6:30–10:30 PM]",https://www.google.com/search?kgmid=/g/1tgyz2dp,/g/1tgyz2dp,https://www.google.com/maps?cid=94104083362974126,ChIJX6CxcipIzDERronDTCpTTgE,,,,,,,,Restaurants in Kuala Lumpur
"Dan Ji Dumpling (Noodles Restaurant @ Pudu, Kuala Lumpur) 丹記饺子 (吉隆坡, 富都面条餐厅) Restoran Dan Ji Dumpling","295, Jln Pudu, Pudu, 55200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","295, Jln Pudu",Pudu,Dumpling restaurant,"From the business: [Identifies as women-owned], Service options: [Outdoor seating, Delivery, Onsite services, Takeout, Dine-in], Popular for: [Breakfast, Lunch, Dinner, Solo dining], Accessibility: [No wheelchair accessible parking lot, No wheelchair accessible seating], Offerings: [Coffee, Quick bite, Small plates], Dining options: [Breakfast, Brunch, Lunch, Dinner, Counter service, Seating, Table service], Atmosphere: [Casual], Crowd: [Family-friendly], Planning: [Usually a wait, Doesn't accept reservations], Payments: [Credit cards, NFC mobile payments, ], Children: [Good for kids], Parking: [Free street parking, Paid parking lot, Paid street parking], Pets: [Dogs allowed outside]",+60 16-239 9961,"016-239 9961, +60 16-239 9961",YES,"Dan Ji Dumpling (Noodles Restaurant @ Pudu, Kuala Lumpur) 丹記饺子 (吉隆坡, 富都面条餐厅) Restoran Dan Ji Dumpling (Owner)",107360771092999858631,https://www.google.com/maps/contrib/107360771092999858631,672,4.2,https://search.google.com/local/reviews?placeid=ChIJf490TiE2zDERHVhpnQ5Teqo&authuser=0&hl=en&gl=US,12284222255842023453,0x31cc36214e748f7f:0xaa7a530e9d69581d,3.1361225,101.71180969999999,Asia/Kuala_Lumpur,,,"Wednesday(2026-06-24): [9 AM–9 PM], Thursday(2026-06-25): [9 AM–9 PM], Friday(2026-06-26): [9 AM–9 PM], Saturday(2026-06-27): [9 AM–9 PM], Sunday(2026-06-28): [9 AM–9 PM], Monday(2026-06-29): [Closed], Tuesday(2026-06-30): [9 AM–9 PM]",https://www.google.com/search?kgmid=/g/11g9q32xxv,/g/11g9q32xxv,https://www.google.com/maps?cid=12284222255842023453,ChIJf490TiE2zDERHVhpnQ5Teqo,,,,,,,,Restaurants in Kuala Lumpur
LUUMA DINING,"LEVEL 20, MENARA SENTRAL VISTA, 150, Jln Sultan Abdul Samad, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","LEVEL 20, MENARA SENTRAL VISTA","150, Jln Sultan Abdul Samad",Restaurant,"Service options: [Outdoor seating, No-contact delivery, Delivery, Onsite services, Dine-in], Highlights: [Fireplace, Great cocktails, Great dessert, Great wine list, Live music, Rooftop seating, Good for watching sports], Popular for: [Dinner, Solo dining], Accessibility: [Wheelchair accessible restroom], Offerings: [Alcohol, Beer, Cocktails, Coffee, Halal food, Happy hour drinks, Happy hour food, Hard liquor, Late-night food, Small plates, Wine], Dining options: [Brunch, Dinner, Catering, Counter service, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom], Atmosphere: [Cozy, Trendy], Crowd: [Family-friendly, Good for groups], Planning: [Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments], Children: [Good for kids, Kids' menu], Parking: [Paid parking lot, ]",+60 19-499 6770,"019-499 6770, +60 19-499 6770",YES,LUUMA DINING (Owner),111214199513277551239,https://www.google.com/maps/contrib/111214199513277551239,954,4.3,https://search.google.com/local/reviews?placeid=ChIJzwM9ADFJzDERBkjFBrZ__34&authuser=0&hl=en&gl=US,9151173387614504966,0x31cc4931003d03cf:0x7eff7fb606c54806,3.132622,101.6904096,Asia/Kuala_Lumpur,www.facebook.com/profile.php?id=100076429430382,facebook.com,"Wednesday(2026-06-24): [4 PM–12 AM], Thursday(2026-06-25): [4 PM–12 AM], Friday(2026-06-26): [4 PM–12 AM], Saturday(2026-06-27): [4 PM–12 AM], Sunday(2026-06-28): [4 PM–12 AM], Monday(2026-06-29): [4 PM–12 AM], Tuesday(2026-06-30): [4 PM–12 AM]",https://www.google.com/search?kgmid=/g/11t5179bjv,/g/11t5179bjv,https://www.google.com/maps?cid=9151173387614504966,ChIJzwM9ADFJzDERBkjFBrZ__34,,,,,,,,Restaurants in Kuala Lumpur
鮨 おり Sushi ORI ( Chef ORI ),"203, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","203, Jln Bukit Bintang",Bukit Bintang,Sushi restaurant,"Service options: [Onsite services, Takeout, Dine-in], Popular for: [Lunch, Dinner, Solo dining], Offerings: [Alcohol, Beer, Hard liquor, Private dining room, Wine], Dining options: [Lunch, Dinner, Counter service, Dessert, Table service], Amenities: [Bar onsite, Restroom], Atmosphere: [Cozy, Trendy, Upscale], Planning: [Lunch reservations recommended, Reservations required, Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Parking: [Free parking lot, Free street parking, Paid parking lot, ]",+60 3-2110 0068,"03-2110 0068, +60 3-2110 0068",YES,鮨 おり Sushi ORI ( Chef ORI ) (Owner),109755739363055783043,https://www.google.com/maps/contrib/109755739363055783043,342,4.7,https://search.google.com/local/reviews?placeid=ChIJi2EvDOI3zDER7yppWKt1i-4&authuser=0&hl=en&gl=US,17188961781572774639,0x31cc37e20c2f618b:0xee8b75ab58692aef,3.1479041,101.7150583,Asia/Kuala_Lumpur,sushi-ori.com/,sushi-ori.com,"Wednesday(2026-06-24): [12–2:30 PM, 6–10 PM], Thursday(2026-06-25): [12–2:30 PM, 6–10 PM], Friday(2026-06-26): [12–2:30 PM, 6–10 PM], Saturday(2026-06-27): [12–2:30 PM, 6–10 PM], Sunday(2026-06-28): [6–10 PM], Monday(2026-06-29): [Closed], Tuesday(2026-06-30): [12–2:30 PM, 6–10 PM]",https://www.google.com/search?kgmid=/g/11h1yvkng5,/g/11h1yvkng5,https://www.google.com/maps?cid=17188961781572774639,ChIJi2EvDOI3zDER7yppWKt1i-4,,,,,,,,Restaurants in Kuala Lumpur
NJ Restaurant,"No 29 LOT 3, Jalan Thambipillaai, Off, Jalan Tun Sambanthan, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","No 29 LOT 3, Jalan Thambipillaai","Off, Jalan Tun Sambanthan",Restaurant,"Service options: [Takeout, Dine-in], Popular for: [Breakfast, Lunch, Dinner, Solo dining], Offerings: [Coffee, Quick bite, Small plates], Dining options: [Breakfast, Brunch, Lunch, Dinner, Table service], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Good for groups], Children: [Good for kids]",+60 10-716 6212,"010-716 6212, +60 10-716 6212",NO,NJ Restaurant (Owner),,,26,4.8,https://search.google.com/local/reviews?placeid=ChIJ62VeRcFJzDERJNVDXA6styA&authuser=0&hl=en&gl=US,2357542107629212964,0x31cc49c1455e65eb:0x20b7ac0e5c43d524,3.1325821,101.6881449,Asia/Kuala_Lumpur,,,"Wednesday(2026-06-24): [7 AM–11 PM], Thursday(2026-06-25): [7 AM–11 PM], Friday(2026-06-26): [7 AM–11 PM], Saturday(2026-06-27): [7 AM–11 PM], Sunday(2026-06-28): [7 AM–11 PM], Monday(2026-06-29): [7 AM–11 PM], Tuesday(2026-06-30): [7 AM–11 PM]",https://www.google.com/search?kgmid=/g/11k47p3hwj,/g/11k47p3hwj,https://www.google.com/maps?cid=2357542107629212964,ChIJ62VeRcFJzDERJNVDXA6styA,,,,,,,,Restaurants in Kuala Lumpur
Botanica+Co at Alila Bangsar,"58, Jalan Ang Seng, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","58, Jalan Ang Seng",Brickfields,Restaurant,"Service options: [No-contact delivery, Delivery, Drive-through, Takeout, Dine-in, Onsite services not available], Highlights: [Great cocktails, Great coffee, Great dessert, Great tea selection, Great wine list], Popular for: [Breakfast, Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating,  Does not have assistive hearing loop], Offerings: [Alcohol, Beer, Cocktails, Coffee, Halal food, Happy hour drinks, Hard liquor, Healthy options, Quick bite, Small plates, Vegan options, Vegetarian options, Wine], Dining options: [Breakfast, Brunch, Lunch, Dinner, Catering, Dessert, Seating, Table service], Amenities: [Restroom, Wi-Fi, ], Atmosphere: [Casual, Cozy, Quiet, Trending, Trendy, Upscale], Crowd: [Family-friendly, Good for groups, Tourists], Planning: [Brunch reservations recommended, Lunch reservations recommended, Reservations required, Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs, Kids' menu], Parking: [Free street parking, Paid parking lot, Paid street parking, ]",+60 11-2600 8188,"011-2600 8188, +60 11-2600 8188",YES,Botanica+Co at Alila Bangsar (Owner),114053528345816999689,https://www.google.com/maps/contrib/114053528345816999689,1382,4.3,https://search.google.com/local/reviews?placeid=ChIJdRxNaJRJzDER13Oeqj4I_1U&authuser=0&hl=en&gl=US,6196680677528597463,0x31cc4994684d1c75:0x55ff083eaa9e73d7,3.1278170999999997,101.68021329999999,Asia/Kuala_Lumpur,www.botanica.com.my/,botanica.com.my,"Wednesday(2026-06-24): [11 AM–10 PM], Thursday(2026-06-25): [11 AM–10 PM], Friday(2026-06-26): [11 AM–10 PM], Saturday(2026-06-27): [11 AM–10 PM], Sunday(2026-06-28): [11 AM–10 PM], Monday(2026-06-29): [11 AM–10 PM], Tuesday(2026-06-30): [11 AM–10 PM]",https://www.google.com/search?kgmid=/g/11f3wllzmp,/g/11f3wllzmp,https://www.google.com/maps?cid=6196680677528597463,ChIJdRxNaJRJzDER13Oeqj4I_1U,,,,,,,,Restaurants in Kuala Lumpur
Emily's Steakhouse Kuala Lumpur,"10, Jalan Inai, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","10, Jalan Inai",Bukit Bintang,Steak house;British restaurant;Restaurant;Seafood restaurant,"Service options: [Outdoor seating, No-contact delivery, Delivery, Onsite services, Takeout, Dine-in], Highlights: [Fireplace, Great dessert, Great tea selection], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible parking lot, Wheelchair accessible restroom, Wheelchair accessible seating], Offerings: [Coffee, Private dining room, Salad bar, Small plates, Vegetarian options], Dining options: [Lunch, Dinner, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom, Wi-Fi, ], Atmosphere: [Casual, Cozy, Romantic, Trendy], Crowd: [Family-friendly, Good for groups], Planning: [Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, Kids' menu], Parking: [Free parking lot, Free street parking, Paid parking lot, Paid street parking, ]",+60 13-210 6884,"013-210 6884, +60 13-210 6884",YES,Emily's Steakhouse Kuala Lumpur (Owner),100157206476890619205,https://www.google.com/maps/contrib/100157206476890619205,1100,4.4,https://search.google.com/local/reviews?placeid=ChIJq-RRkGtJzDER-IU-h7pKo1Y&authuser=0&hl=en&gl=US,6242915673459033592,0x31cc496b9051e4ab:0x56a34aba873e85f8,3.1465739,101.71710449999999,Asia/Kuala_Lumpur,linktr.ee/emilyssteakhouse,linktr.ee,"Wednesday(2026-06-24): [11 AM–3 PM, 5:30–11 PM], Thursday(2026-06-25): [11 AM–3 PM, 5:30–11 PM], Friday(2026-06-26): [11 AM–3 PM, 5:30–11 PM], Saturday(2026-06-27): [11 AM–3 PM, 5:30–11 PM], Sunday(2026-06-28): [11 AM–3 PM, 5:30–11 PM], Monday(2026-06-29): [11 AM–3 PM, 5:30–11 PM], Tuesday(2026-06-30): [11 AM–3 PM, 5:30–11 PM]",https://www.google.com/search?kgmid=/g/11hyx5cpjx,/g/11hyx5cpjx,https://www.google.com/maps?cid=6242915673459033592,ChIJq-RRkGtJzDER-IU-h7pKo1Y,,,,,,,,Restaurants in Kuala Lumpur
Congkak,"24, Jalan Beremi, Off, Jln Sultan Ismail, Bukit Bintang, 50200 Kuala Lumpur, Malaysia","24, Jalan Beremi","Off, Jln Sultan Ismail",Malaysian restaurant,"Service options: [Outdoor seating, No-contact delivery, Delivery, Onsite services, Takeout, Dine-in], Highlights: [Great dessert, Great tea selection], Popular for: [Lunch, Dinner, Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible seating], Offerings: [Alcohol, Coffee, Small plates, Vegan options, Vegetarian options], Dining options: [Lunch, Dinner, Catering, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom, Wi-Fi, ], Atmosphere: [Casual, Cozy, Trendy], Crowd: [Family-friendly, Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids], Parking: [Free street parking, Paid parking lot, Paid street parking]",+60 19-289 7008,"019-289 7008, +60 19-289 7008",YES,Congkak (Owner),115614583660998168426,https://www.google.com/maps/contrib/115614583660998168426,641,4.1,https://search.google.com/local/reviews?placeid=ChIJg3SVybo3zDERADqEe4aL-VA&authuser=0&hl=en&gl=US,5834848201949329920,0x31cc37bac9957483:0x50f98b867b843a00,3.1479814999999998,101.7102785,Asia/Kuala_Lumpur,www.facebook.com/congkakkl/,facebook.com,"Wednesday(2026-06-24): [12–10 PM], Thursday(2026-06-25): [12–10 PM], Friday(2026-06-26): [12–11 PM], Saturday(2026-06-27): [12–11 PM], Sunday(2026-06-28): [12–10 PM], Monday(2026-06-29): [12–10 PM], Tuesday(2026-06-30): [12–10 PM]",https://www.google.com/search?kgmid=/g/11h4zpyj27,/g/11h4zpyj27,https://www.google.com/maps?cid=5834848201949329920,ChIJg3SVybo3zDERADqEe4aL-VA,,,,,,,,Restaurants in Kuala Lumpur
Satellite Restaurant & Bar (Imperial Lexis KL),"Level 53, 15, Jalan Kia Peng, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Level 53,"15, Jalan Kia Peng",Bar,"Service options: [Takeout, Dine-in, No delivery], Highlights: [Great cocktails, Great wine list, Live performances, Rooftop seating], Popular for: [Solo dining], Accessibility: [Wheelchair accessible entrance, Wheelchair accessible restroom], Offerings: [Alcohol, Beer, Cocktails, Dancing, Food, Food at bar, Happy hour drinks, Happy hour food, Hard liquor, Wine], Dining options: [Seating, Table service], Amenities: [Restroom], Atmosphere: [Cozy, Trendy, Upscale], Crowd: [Good for groups, Tourists], Planning: [Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments], Parking: [On-site parking, Paid parking garage, Paid parking lot, , Valet parking]",+60 3-2177 1188,"03-2177 1188, +60 3-2177 1188",YES,Satellite Restaurant & Bar (Imperial Lexis KL) (Owner),116441507102106173508,https://www.google.com/maps/contrib/116441507102106173508,270,4.6,https://search.google.com/local/reviews?placeid=ChIJH2R_-gk3zDERzOVjhFGYi3s&authuser=0&hl=en&gl=US,8902376564308829644,0x31cc3709fa7f641f:0x7b8b98518463e5cc,3.1527893,101.7163621,Asia/Kuala_Lumpur,www.imperiallexiskl.com/dining/satellite-restaurant-bar,imperiallexiskl.com,"Wednesday(2026-06-24): [5 PM–12 AM], Thursday(2026-06-25): [5 PM–12 AM], Friday(2026-06-26): [5 PM–12 AM], Saturday(2026-06-27): [5 PM–12 AM], Sunday(2026-06-28): [5 PM–12 AM], Monday(2026-06-29): [5 PM–12 AM], Tuesday(2026-06-30): [5 PM–12 AM]",https://www.google.com/search?kgmid=/g/11l5rl_dyw,/g/11l5rl_dyw,https://www.google.com/maps?cid=8902376564308829644,ChIJH2R_-gk3zDERzOVjhFGYi3s,,,,,,,,Restaurants in Kuala Lumpur
JOLOKO,"43, Jalan Kamunting, Chow Kit, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","43, Jalan Kamunting",Chow Kit,Caribbean restaurant;African restaurant;Bar;Bar & grill;Cocktail bar;Mexican restaurant;Restaurant;Steak house,"Service options: [Outdoor seating, Delivery, Onsite services, Takeout, Dine-in], Highlights: [Great beer selection, Great cocktails, Great wine list], Popular for: [Lunch, Dinner, Solo dining], Offerings: [Alcohol, Beer, Cocktails, Coffee, Happy hour drinks, Hard liquor, Late-night food, Organic dishes, Small plates, Vegan options, Vegetarian options, Wine], Dining options: [Brunch, Lunch, Dinner, Catering, Counter service, Dessert, Seating, Table service], Amenities: [Bar onsite, Restroom], Atmosphere: [Casual, Cozy, Romantic, Trendy, Upscale], Crowd: [Family-friendly, Good for groups, Tourists], Planning: [Dinner reservations recommended, Accepts reservations], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, High chairs], Parking: [Paid parking lot, Paid street parking], Pets: [Dogs allowed inside, Dogs allowed outside]",+60 11-6426 2645,"011-6426 2645, +60 11-6426 2645",YES,JOLOKO (Owner),105031899353346469631,https://www.google.com/maps/contrib/105031899353346469631,1155,4.2,https://search.google.com/local/reviews?placeid=ChIJqwrrHNxJzDERX2G-mtGZnaU&authuser=0&hl=en&gl=US,11933863713125065055,0x31cc49dc1ceb0aab:0xa59d99d19abe615f,3.1573012,101.7005308,Asia/Kuala_Lumpur,www.bar-joloko.com/,bar-joloko.com,"Wednesday(2026-06-24): [5 PM–12 AM], Thursday(2026-06-25): [5 PM–12 AM], Friday(2026-06-26): [5 PM–1 AM], Saturday(2026-06-27): [12 PM–1 AM], Sunday(2026-06-28): [12 PM–12 AM], Monday(2026-06-29): [5 PM–12 AM], Tuesday(2026-06-30): [9 AM–12 AM]",https://www.google.com/search?kgmid=/g/11f6np13mm,/g/11f6np13mm,https://www.google.com/maps?cid=11933863713125065055,ChIJqwrrHNxJzDERX2G-mtGZnaU,,,,,,,,Restaurants in Kuala Lumpur
Everest Kitchen,"3, Jalan Yap Ah Loy, City Centre, 50050 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","3, Jalan Yap Ah Loy",Kuala Lumpur City Centre,Nepalese restaurant,"Service options: [Onsite services, Takeout, Dine-in], Popular for: [Lunch, Dinner, Solo dining], Offerings: [Coffee, Quick bite, Small plates], Dining options: [Lunch, Dinner, Table service], Amenities: [Restroom], Atmosphere: [Casual], Crowd: [Good for groups], Payments: [Credit cards, Debit cards, NFC mobile payments], Children: [Good for kids]",+60 11-3308 6349,"011-3308 6349, +60 11-3308 6349",YES,Everest Kitchen (Owner),111910075000223161028,https://www.google.com/maps/contrib/111910075000223161028,52,4.6,https://search.google.com/local/reviews?placeid=ChIJuSeoEtJJzDERdPHySz1DO5A&authuser=0&hl=en&gl=US,10392974495633830260,0x31cc49d212a827b9:0x903b433d4bf2f174,3.1467308,101.6967078,Asia/Kuala_Lumpur,,,"Wednesday(2026-06-24): [8 AM–5 PM], Thursday(2026-06-25): [8 AM–7 PM], Friday(2026-06-26): [8 AM–7 PM], Saturday(2026-06-27): [8 AM–7 PM], Sunday(2026-06-28): [8 AM–7 PM], Monday(2026-06-29): [8 AM–7 PM], Tuesday(2026-06-30): [8 AM–7 PM]",https://www.google.com/search?kgmid=/g/11f4qy1dh3,/g/11f4qy1dh3,https://www.google.com/maps?cid=10392974495633830260,ChIJuSeoEtJJzDERdPHySz1DO5A,,,,,,,,Restaurants in Kuala Lumpur
Kyomo,"26, Jalan 24/70a, Desa Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","26, Jalan 24/70a",Desa Sri Hartamas,Yakiniku restaurant;Barbecue restaurant;Japanese restaurant,"Service options: [Onsite services, Takeout, Dine-in], Popular for: [Lunch, Dinner, Solo dining], Offerings: [Alcohol, Beer, Cocktails, Hard liquor, Late-night food, Private dining room, Small plates, Wine], Dining options: [Lunch, Dinner, Counter service, Dessert, Seating, Table service], Amenities: [Restroom], Atmosphere: [Casual, Cozy, Trendy, Upscale], Crowd: [Family-friendly, Good for groups, Tourists], Planning: [Lunch reservations recommended, Reservations required, Dinner reservations recommended, Accepts reservations, Usually a wait], Payments: [Credit cards, Debit cards, NFC mobile payments, ], Children: [Good for kids, Kids' menu], Parking: [Free parking lot, Paid parking lot, Paid street parking, , Valet parking]",+60 3-2856 7350,"03-2856 7350, +60 3-2856 7350",YES,Kyomo (Owner),117481367173039344143,https://www.google.com/maps/contrib/117481367173039344143,1462,4.5,https://search.google.com/local/reviews?placeid=ChIJFVEiF_BIzDEROJINDbdudtE&authuser=0&hl=en&gl=US,15093372933655859768,0x31cc48f017225115:0xd1766eb70d0d9238,3.1628,101.65077,Asia/Kuala_Lumpur,kyomomy.com/,kyomomy.com,"Wednesday(2026-06-24): [5–11 PM], Thursday(2026-06-25): [5–11 PM], Friday(2026-06-26): [5–11 PM], Saturday(2026-06-27): [12–11 PM], Sunday(2026-06-28): [12–11 PM], Monday(2026-06-29): [5–11 PM], Tuesday(2026-06-30): [5–11 PM]",https://www.google.com/search?kgmid=/g/11fx99mv49,/g/11fx99mv49,https://www.google.com/maps?cid=15093372933655859768,ChIJFVEiF_BIzDEROJINDbdudtE,,,,,,,,Restaurants in Kuala Lumpur
